# Human_geneid	Human_ids	Mouse_geneid	Mouse_ids
10076	ENST00000460170,ENST00000373779,Q92729,ENST00000345512,Q92729-2,ENST00000428026,Q92729-3,Q92729-4	19273	ENSMUST00000105987,B1AUH1-2,B1AUH1,ENSMUST00000030741
10077	ENST00000612299,ENST00000381121,Q96QS1-3,Q96QS1-4,ENST00000182290,Q96QS1-5,Q96QS1,Q96QS1-2	27027	ENSMUST00000009396,Q9JHH2-4,Q9JHH2-2,ENSMUST00000082008,Q9JHH2-3,ENSMUST00000075172,Q9JHH2,Q9JHH2-5,Q9JHH2-6,ENSMUST00000105923
10078	ENST00000333256,ENST00000380996,Q9Y5U2,Q9Y5U2-2	56844	ENSMUST00000105920,ENSMUST00000060433,ENSMUST00000177841,Q9JHE7-2,Q9JHE7
10079	O75110,ENST00000338821,O75110-2	11981	O70228,ENSMUST00000109177,ENSMUST00000109175
10081	Q8N8D1,ENST00000204549	50996	ENSMUST00000048184
10082	Q9Y625,ENST00000377047	23888	ENSMUST00000078849,Q9R087,ENSMUST00000125435
10083	Q9Y6N9-4,ENST00000526313,Q9Y6N9,ENST00000527020,Q9Y6N9-2,ENST00000005226,Q9Y6N9-3,Q9Y6N9-5,ENST00000318024	72088	Q9ES64,ENSMUST00000154292,ENSMUST00000143155,ENSMUST00000078680,Q9ES64-2,ENSMUST00000009667,Q9ES64-3
10084	ENST00000396763,ENST00000376563,O60828-5,O60828-3,ENST00000477997,O60828-8,O60828-6,O60828-10,O60828-7,O60828,O60828-2,O60828-9,ENST00000247140,O60828-4,ENST00000376566,ENST00000447146	54633	ENSMUST00000115655,Q91VJ5,ENSMUST00000156741
10085	ENST00000380138,O43854-2,O43854,ENST00000296591	13612	O35474-2,ENSMUST00000081769,O35474,ENSMUST00000043111
10086	C9JL84,ENST00000414222,C9JL84-2	654498	ENSMUST00000100584,Q3TYV2
10087	ENST00000644072,ENST00000645483,Q9Y5P4-3,Q9Y5P4,ENST00000405807,ENST00000644445,ENST00000642556,ENST00000261415,ENST00000643780,Q9Y5P4-2	68018	Q9EQG9-2,ENSMUST00000077672,Q9EQG9-3,ENSMUST00000109444,Q9EQG9
10089	ENST00000342202,Q9Y2U2,Q9Y2U2-3,ENST00000394216,ENST00000394217,Q9Y2U2-2,ENST00000340313	16530	ENSMUST00000052448,Q9Z2T1
10090	Q9Y2C2,ENST00000367463	338362	ENSMUST00000061601,Q8BUB6
10092	O15511-2,O15511,ENST00000294742,ENST00000359856	67771	ENSMUST00000077755,Q9CPW4
10093	ENST00000397261,P59998-2,ENST00000498623,P59998-3,P59998-4,ENST00000433034,ENST00000485273,P59998	68089	ENSMUST00000156898,ENSMUST00000203578,P59999
10094	O15145,ENST00000228825	56378	ENSMUST00000102525,Q9JM76
10095	O15143,ENST00000645391,ENST00000451682,ENST00000443222	11867	Q9WV32,ENSMUST00000085679
10096	ENST00000263238,P61158,ENST00000535589	74117	ENSMUST00000178474,Q99JY9
10097	P61160,ENST00000377982,ENST00000260641,P61160-2	66713	ENSMUST00000000137,P61161
10098	ENST00000305798,P62079,ENST00000508798	56224	ENSMUST00000142890,ENSMUST00000119993,P62080,ENSMUST00000029800
10099	ENST00000267970,O60637-3,O60637-2,ENST00000346495,O60637,ENST00000424443	56434	Q9QY33,ENSMUST00000034876
10100	ENST00000433172,O60636,ENST00000369516,O60636-2,ENST00000369515	70747	Q922J6,ENSMUST00000119902,ENSMUST00000029451
10101	ENST00000568706,ENST00000568834,ENST00000262302,Q9Y5Y2	26426	Q9R061,ENSMUST00000044252
10102	P43897-3,P43897-2,P43897,ENST00000323833,ENST00000543727,ENST00000540550,P43897-4,ENST00000652027	66399	ENSMUST00000040560,Q9CZR8
10103	ENST00000372003,O60635	66805	ENSMUST00000030465,Q99J59
10105	ENST00000225174,ENST00000448165,P30405-2,P30405	105675	ENSMUST00000022419,Q99KR7
10106	O14595,ENST00000398073	52468	Q8BX07,ENSMUST00000105256,ENSMUST00000105255
10107	Q9UDY6,Q9UDY6-2,ENST00000376704,ENST00000449742	19824	Q9WUH5,ENSMUST00000060524
10109	O15144,ENST00000315717,ENST00000295685	76709	Q9CVB6,ENSMUST00000113820,ENSMUST00000006467
10110	ENST00000423407,Q9HBY8-3,Q9HBY8-2,ENST00000341458,Q9HBY8,ENST00000373100	27219	ENSMUST00000117123,Q9QZS5-2,ENSMUST00000018012,Q9QZS5
10111	Q92878-2,Q92878,Q92878-3,ENST00000378823	19360	ENSMUST00000020649
10112	O95235,O95235-2,ENST00000394894	19348	P97329,ENSMUST00000237407,ENSMUST00000167161,ENSMUST00000166044
10113	Q9HCU5,ENST00000260643,ENST00000406567,ENST00000444452	50907	ENSMUST00000074840,ENSMUST00000202567,Q9WUQ2
10114	ENST00000303296,Q9H422-2,ENST00000525975,ENST00000379016,ENST00000456517,Q9H422	15259	Q9ERH7,ENSMUST00000028600
10116	ENST00000306917,Q9UK73	14155	ENSMUST00000034775,Q9Z2G0
10117	ENST00000396073,Q9NRM1	13801	ENSMUST00000031222,O55196
10120	ENST00000289228,P42025	226977	ENSMUST00000043951,Q8R5C5
10121	P61163,ENST00000369905	54130	ENSMUST00000237742,P61164,ENSMUST00000040270
10123	ENST00000390645,P56559,P56559-2,ENST00000339728	320982	P61208
10124	P40617,ENST00000396664,ENST00000356797,ENST00000404894	11861	ENSMUST00000146905,P61213,ENSMUST00000101472
10125	ENST00000559830,ENST00000450598,O95267,O95267-3,O95267-4,O95267-2,ENST00000558432,ENST00000310803,O95267-5	19419	Q9Z1S3
10126	ENST00000216068,O96015	54152	Q9DCM4,ENSMUST00000023055
10127	ENST00000219069,O14978	74120	ENSMUST00000023176
10128	ENST00000260665,P42704	72416	ENSMUST00000112308,Q6PB66
10129	Q5TBA9,ENST00000542859	320365	E9Q8I9,E9Q8I9-2,E9Q8I9-3,ENSMUST00000087204
10130	ENST00000404824,ENST00000381611,Q15084,ENST00000272227,Q15084-3,Q15084-5,Q15084-4,Q15084-2,ENST00000404371,ENST00000540494	71853	Q922R8
10131	Q12931,Q12931-2,ENST00000575671,ENST00000246957,ENST00000538171	68015	Q9CQN1,ENSMUST00000006137
10133	ENST00000378752,ENST00000378757,Q96CV9-3,Q96CV9,Q96CV9-2,ENST00000378748,ENST00000378747	71648	ENSMUST00000114996,Q8K3K8,ENSMUST00000027986
10134	ENST00000672675,P51572,ENST00000458587,P51572-2,ENST00000345046	27061	Q61335,ENSMUST00000002091
10135	ENST00000222553,P43490	59027	ENSMUST00000020886,Q99KQ4
10137	Q9NTZ6,ENST00000374114,ENST00000359646,ENST00000374104	75710	ENSMUST00000109604,Q8R4X3,ENSMUST00000059647
10138	Q8IY57-4,ENST00000327791,Q8IY57-5,Q8IY57,Q8IY57-3,ENST00000555248,ENST00000552928,ENST00000534854,ENST00000380790	67057	Q99LW6-2,ENSMUST00000133736,ENSMUST00000080299,Q99LW6
10139	Q13795-2,ENST00000619493,ENST00000614942,Q13795-3,ENST00000622789,Q13795-4,ENST00000612157,Q13795,ENST00000607873	76688	ENSMUST00000108808,ENSMUST00000185118,Q8BXL7,ENSMUST00000127988,ENSMUST00000170190
10140	ENST00000268957,ENST00000499247,P50616	22057	Q61471,ENSMUST00000041589
10142	Q99996-6,ENST00000359028,Q99996-1,Q99996-4,ENST00000356239,ENST00000394534,Q99996-3,Q99996,Q99996-5	100986	ENSMUST00000044492,Q70FJ1-3,Q70FJ1-2,Q70FJ1
10143	ENST00000299642,O75596	403395	ENSMUST00000009018,Q9EPW4
10144	O94988-3,ENST00000264344,O94988,ENST00000508369,O94988-5,ENST00000503556,ENST00000513837,O94988-6,ENST00000395002,O94988-1	58909	Q8BGI4,ENSMUST00000089860
10146	Q13283-2,Q13283	27041	P97855,ENSMUST00000018727
10147	ENST00000601879,Q8IX01-3,ENST00000594773,Q8IX01,ENST00000452918,ENST00000337018,ENST00000600377,Q8IX01-4	234373	Q8CH09,ENSMUST00000093458,ENSMUST00000164403
10148	ENST00000221847,Q14213	50498	ENSMUST00000003274,O35228
10149	ENST00000379876,Q8IZP9-4,Q8IZP9-6,ENST00000379869,ENST00000357991,Q8IZP9-2,Q8IZP9-8,ENST00000379878,ENST00000360279,Q8IZP9-7,Q8IZP9-5,ENST00000356606,ENST00000357544,Q8IZP9,Q8IZP9-9,Q8IZP9-3,Q8IZP9-10,ENST00000379873	237175	ENSMUST00000112401,ENSMUST00000112400,ENSMUST00000112408,Q8CJ12,Q8CJ12-3,Q8CJ12-5,ENSMUST00000112405,ENSMUST00000112404,Q8CJ12-4,Q8CJ12-2,ENSMUST00000112402
10150	Q5VZF2-2,ENST00000397601,Q5VZF2,ENST00000343600,ENST00000376673,ENST00000345429,Q5VZF2-3	105559	Q8C181-3,ENSMUST00000227012,Q8C181-2,ENSMUST00000227594,Q8C181,ENSMUST00000167459,ENSMUST00000088419,Q8C181-4
10152	Q9NYB9-3,ENST00000424558,Q9NYB9,ENST00000261016,ENST00000295851,ENST00000261017,Q9NYB9-2,ENST00000430418,Q9NYB9-4	329165	ENSMUST00000188594,P62484,ENSMUST00000189980,ENSMUST00000188618,ENSMUST00000052332
10153	Q03701,ENST00000234170	12607	ENSMUST00000024885,P53569,P53569-2
10154	ENST00000258526,O60486	54712	Q9QZC2,ENSMUST00000099337
10155	Q13263,Q13263-2,ENST00000253024	21849	ENSMUST00000005705,Q62318,Q62318-2
10157	ENST00000417368,ENST00000358954,Q9UDR5	30956	Q99K67,ENSMUST00000031707
10158	ENST00000294338,Q13113	67182	ENSMUST00000106548,ENSMUST00000177647,ENSMUST00000171877,Q9CQH0
10159	O75787,O75787-2,ENST00000636580	70495	Q9CYN9,ENSMUST00000033313
10160	ENST00000595437,Q9Y4F1-3,Q9Y4F1-2,ENST00000627049,ENST00000376581,Q9Y4F1,ENST00000319562	223254	F8VPU2,ENSMUST00000026635
10161	ENST00000345941,P43657,ENST00000378434	67168	Q8BMC0
10162	Q6P1A2-2,Q6P1A2,ENST00000261407	14792	ENSMUST00000004381,Q91V01
10163	Q9Y6W5,ENST00000618852,Q9Y6W5-2,ENST00000536657	242687	ENSMUST00000084241,Q8BH43
10164	ENST00000539698,Q8NCG5,ENST00000338482	26887	ENSMUST00000109222,Q9R1I1
10165	ENST00000416240,Q9UJS0-2,Q9UJS0,ENST00000265631	50799	ENSMUST00000188414,Q9QXX4
10166	ENST00000338625,Q9Y619	18408	ENSMUST00000033871,Q9WVD5
10169	ENST00000409960,ENST00000381359,ENST00000403425,P84101-2,ENST00000339624,ENST00000249786,P84101,P84101-3,P84101-4	378702	P84102,ENSMUST00000099475,ENSMUST00000139253
10170	ENST00000436483,ENST00000357546,ENST00000432060,Q9BPW9-2,Q9BPW9-4,Q9BPW9,Q9BPW9-3,ENST00000412271	241452	Q58NB6,ENSMUST00000063690
10171	ENST00000448872,ENST00000381730,Q9Y2P8-2,ENST00000442869,ENST00000381728,Q9Y2P8,ENST00000381750	59028	ENSMUST00000064393,Q9JJT0
10174	ENST00000523965,O60504,ENST00000240123,O60504-2	20410	ENSMUST00000227653,Q9R1Z8,ENSMUST00000227259,ENSMUST00000022682
10175	ENST00000216416,O95406	12793	ENSMUST00000146629,ENSMUST00000015903,O35372
10178	Q9UKZ4-2,ENST00000371130,Q9UKZ4,ENST00000422452	23963	Q9WTS4,ENSMUST00000016294,Q9WTS4-2
10179	Q9Y580,ENST00000540163,ENST00000545678,ENST00000375490	67010	ENSMUST00000170000,ENSMUST00000214923,Q9CQT2
10180	ENST00000442092,P78332-2,ENST00000443081,ENST00000419610,ENST00000422955,ENST00000454079,P78332,P78332-3,ENST00000266022	19654	ENSMUST00000183032,ENSMUST00000035201
10181	ENST00000464087,P52756,ENST00000347869,P52756-2,P52756-3,P52756-5,P52756-4	83486	ENSMUST00000182659,Q91YE7,Q91YE7-2,ENSMUST00000194801,ENSMUST00000035199,ENSMUST00000182371
10184	Q6ZUX7,ENST00000515007	218454	Q8BGA2,ENSMUST00000054274
10186	Q9Y693,ENST00000379589	108927	Q8BM86,ENSMUST00000059562
10188	ENST00000672024,ENST00000333602,Q07912-2,Q07912,ENST00000428187,ENST00000672887,ENST00000673420,Q07912-3	51789	O54967-2,ENSMUST00000115120,ENSMUST00000115125,O54967,ENSMUST00000115124,ENSMUST00000238891,O54967-3
10189	Q86V81,ENST00000505490	21681	O08583,ENSMUST00000026125,O08583-2
10190	ENST00000264255,ENST00000409434,O14530-2,O14530	98258	Q9CQ79,ENSMUST00000195032,ENSMUST00000162031
10193	Q9H4P4-2,Q9H4P4,ENST00000345093,ENST00000552656,ENST00000394013	67588	ENSMUST00000096386,ENSMUST00000171342,Q8BH75,Q8BH75-2
10194	ENST00000322038,Q6ZSZ6-2,ENST00000580243,Q6ZSZ6	110796	ENSMUST00000175783,Q5DTH5,ENSMUST00000060303
10195	Q92685-2,ENST00000411922,ENST00000445626,ENST00000455059,Q92685,ENST00000397676	208624	ENSMUST00000231531,Q8K2A8,ENSMUST00000045918
10196	O60678,ENST00000437750,ENST00000331079,O60678-2	71974	ENSMUST00000032715,Q922H1-2,Q922H1
10197	P61289,ENST00000590720,ENST00000441946,P61289-2,P61289-3,ENST00000545225,ENST00000622892,ENST00000293362	19192	ENSMUST00000019470,P61290
10198	ENST00000606320,Q99550-2,Q99550	269702	ENSMUST00000031344,A6H5Y1,ENSMUST00000184951
10199	ENST00000244230,O00566	67973	ENSMUST00000032735,Q810V0
10200	ENST00000563100,Q99547,ENST00000258169	68533	Q9D1Q1,ENSMUST00000034303
10201	O75414-3,O75414-2,ENST00000447314,ENST00000643457,ENST00000425930,ENST00000643011,ENST00000435684,ENST00000415644,O75414,ENST00000451657,ENST00000442597,ENST00000421967	54369	ENSMUST00000035053,O88425
10202	ENST00000432832,ENST00000556701,ENST00000553896,Q13268-2,ENST00000557535,ENST00000250383,ENST00000344777,Q13268	71412	ENSMUST00000022820
10203	ENST00000410068,ENST00000409998,ENST00000392370,Q16602	54598	ENSMUST00000074262,Q9R1W5
10204	ENST00000219169,ENST00000569436,P61970,ENST00000568396	68051	ENSMUST00000212042,ENSMUST00000008594,P61971
10205	ENST00000438295,O60487,ENST00000278937	14012	ENSMUST00000034600
10206	ENST00000378182,ENST00000356017,O60858-2,ENST00000420995,O60858,ENST00000457662,O60858-3	66597	ENSMUST00000039562,Q9CYB0,ENSMUST00000165015
10207	ENST00000371158,ENST00000635214,ENST00000642238	12695	ENSMUST00000030290,Q63ZW7-2,Q63ZW7-6,Q63ZW7-3,Q63ZW7-5,Q63ZW7,ENSMUST00000041284,Q63ZW7-4,ENSMUST00000102792
10208	Q5W0Q7-2,Q5W0Q7,ENST00000255304,ENST00000614860	231915	Q3ULM6-4,ENSMUST00000119685,ENSMUST00000122160,ENSMUST00000121416,Q3ULM6-2,Q3ULM6-3,ENSMUST00000117878,Q3ULM6,ENSMUST00000050472,ENSMUST00000100410
10209	ENST00000469257,P41567	20918	ENSMUST00000049385,P48024
10210	Q9NS56,ENST00000360538,ENST00000379858,Q9NS56-2	106021	Q80Z37,ENSMUST00000042575
10211	O75955,ENST00000376389,O75955-2	14251	O08917,ENSMUST00000001569
10212	ENST00000324340,O00148-3,O00148,ENST00000242776,O00148-2	68278	Q8VDW0,Q8VDW0-2,ENSMUST00000109810,ENSMUST00000019576
10213	ENST00000409682,O00487	59029	O35593,ENSMUST00000028278
10215	ENST00000382357,ENST00000333337,Q13516	50913	ENSMUST00000035608,Q9EQW6
10216	Q92954,Q92954-3,ENST00000367483,ENST00000367485,ENST00000635041,Q92954-4,Q92954-6,Q92954-5,ENST00000445192,Q92954-2	96875	Q9JM99-3,Q9JM99-2,Q9JM99-5,Q9JM99,Q9JM99-4
10217	O15194-2,ENST00000443503,ENST00000273179,O15194	69274	P58465,ENSMUST00000073109
10218	ENST00000376819,O43827	654812	Q8R1Q3,ENSMUST00000030840
10219	ENST00000266551,Q96E93-2,ENST00000356986,Q96E93	50928	O88713,ENSMUST00000032207
10220	O95390,ENST00000257868,ENST00000546799	14561	ENSMUST00000026408,Q9Z1W4
10221	ENST00000520847,ENST00000311922,Q96RU8-2,Q96RU8	211770	Q8K4K4-2,ENSMUST00000067543,Q8K4K4
10223	ENST00000367868,Q99795	59290	Q9JKA5,ENSMUST00000027847,ENSMUST00000060833
10225	ENST00000438817,P40200-2,P40200,ENST00000352690,ENST00000494798,ENST00000283285	84544	Q3U0X8,ENSMUST00000023336
10226	O60664-4,ENST00000585479,O60664-3,O60664,O60664-2,ENST00000221957,ENST00000592528	66905	ENSMUST00000019726,Q9DBG5
10227	ENST00000503596,Q14728,ENST00000514800,ENST00000355443,ENST00000507555,ENST00000329687	68294	ENSMUST00000114331,ENSMUST00000001109,Q9D2V8,ENSMUST00000114329
10228	ENST00000542060,O43752-2,ENST00000258301,O43752	58244	ENSMUST00000027743,Q9JKK1,Q9JKK1-2
10229	ENST00000321998,ENST00000544894,Q99807-2,Q99807,ENST00000569127,ENST00000561858	12850	P97478,ENSMUST00000098090,ENSMUST00000032887
10231	ENST00000306764,Q14206-2,ENST00000371374,Q14206,ENST00000330430	53901	ENSMUST00000228972,ENSMUST00000044792,ENSMUST00000044895,ENSMUST00000229744,Q9JHG2,ENSMUST00000177857
10232	Q13421-3,ENST00000563941,Q13421-2,Q13421-4,Q13421,ENST00000545450,ENST00000382862	56047	ENSMUST00000237359,Q61468,ENSMUST00000238120
10233	ENST00000007969,Q53EV4,ENST00000443597,Q53EV4-2,ENST00000323702	16977	O35125,ENSMUST00000112475
10234	ENST00000339431,Q8N6Y2,Q8N6Y2-2,ENST00000249377	74511	Q9CXD9,ENSMUST00000035651
10235	ENST00000394432,ENST00000377497,Q7LDG7,ENST00000354024,Q7LDG7-3,ENST00000377494,Q7LDG7-2,Q7LDG7-4	19395	Q9QUG9-2,Q9QUG9-3,ENSMUST00000113476,ENSMUST00000167240,Q9QUG9,ENSMUST00000035716,ENSMUST00000139522
10236	O43390-3,ENST00000478691,ENST00000606561,O43390-4,O43390-2,ENST00000374612,O43390,ENST00000374616,ENST00000302271,ENST00000427764	74326	ENSMUST00000131671,ENSMUST00000105850,ENSMUST00000084219,ENSMUST00000148843
10237	P78383-2,ENST00000503334,ENST00000240333,P78383	110172	P97858,P97858-2,ENSMUST00000021243
10238	P61962-2,P61962,ENST00000614556	71833	P61963,ENSMUST00000058438
10239	P59780,ENST00000336418,P59780-2	11778	ENSMUST00000075657,Q8BSZ2
10240	ENST00000323563,Q92665	57312	ENSMUST00000033934,Q61733
10241	ENST00000258947,Q13137-2,Q13137-5,ENST00000509507,ENST00000416445,ENST00000508679,Q13137-4,Q13137,Q13137-3,ENST00000448105	76815	A2A6M5,A2A6M5-4,A2A6M5-3,ENSMUST00000068686,A2A6M5-5,A2A6M5-2
10242	ENST00000452583,ENST00000420517,ENST00000432997,Q9Y691	72413	ENSMUST00000119970,Q9CZM9
10243	ENST00000543237,Q9NQX3-2,ENST00000315266,ENST00000478722,Q9NQX3	268566	ENSMUST00000052472,ENSMUST00000110388,Q8BUV3
10244	ENST00000394125,ENST00000373538,ENST00000259460,Q7Z6M1-2,Q7Z6M1	227746	Q8VCH5,ENSMUST00000145903
10245	O60830,O60830-2,ENST00000376582	21855	Q9Z0V7,ENSMUST00000033498
10246	O00624,ENST00000360488,ENST00000377850,O00624-3,ENST00000265425,O00624-2	218103	Q5SZA1,ENSMUST00000099697,ENSMUST00000006786,Q5SZA1-2
10247	ENST00000254878,P52758	15473	ENSMUST00000022946,P52760
10248	ENST00000303151,O75817	74097	Q9DCH2,ENSMUST00000031728
10250	Q8IYB3-2,Q8IYB3,ENST00000374389,ENST00000323848	51796	ENSMUST00000105861,ENSMUST00000136342,Q52KI8-2,ENSMUST00000084846,Q52KI8
10252	ENST00000394339,O43609,ENST00000339241,ENST00000622283	24063	ENSMUST00000038569,Q9QXV9,ENSMUST00000108109
10253	O43597,ENST00000377104,ENST00000377102	24064	ENSMUST00000022709,Q9QXV8
10254	ENST00000263904,O75886-2,O75886	56324	ENSMUST00000102759,O88811,O88811-2
10256	ENST00000374253,ENST00000361530,Q969H4-2,Q969H4	194231	ENSMUST00000030645
10257	O15439-4,O15439-2,ENST00000536256,ENST00000646439,O15439,ENST00000645237,ENST00000643051,O15439-3,ENST00000629385	239273	ENSMUST00000036554,ENSMUST00000226703,ENSMUST00000166646
10261	ENST00000268389,O95976	80719	ENSMUST00000047194,P0C6B7
10262	ENST00000271628,Q15427	107701	Q8QZY9,ENSMUST00000076372
10263	O75956,ENST00000301488	52004	ENSMUST00000025779,Q9CPY4
10265	P78411-2,P78411-3,P78411,ENST00000320990,ENST00000394636	54352	Q9JKQ4,ENSMUST00000034184
10266	O60895-2,ENST00000253796,O60895	54409	ENSMUST00000129680,Q9WUP0
10267	ENST00000254661,O60894,ENST00000409726,ENST00000404910	51801	ENSMUST00000097648,Q9WTJ5,ENSMUST00000188475,ENSMUST00000165855
10268	O60896,ENST00000242249	56089	Q9WUP1,ENSMUST00000045374
10269	O75844,ENST00000372759	230709	ENSMUST00000058754,Q80W54
10270	O43823,ENST00000269701	56399	ENSMUST00000002699,ENSMUST00000237381,Q9DBR0
10272	ENST00000166139,O95633,O95633-2	83554	Q9EQC7,ENSMUST00000020575
10273	ENST00000565677,Q9UNE7-2,Q9UNE7,ENST00000219548	56424	ENSMUST00000044911,Q9WUD1,ENSMUST00000236565,ENSMUST00000236361
10274	ENST00000383202,ENST00000434713,Q8WVM7-2,Q8WVM7	20842	Q9D3E6,ENSMUST00000146934,ENSMUST00000041418,ENSMUST00000129269
10276	ENST00000355029,Q7Z628-2,ENST00000380359,Q7Z628	56349	Q9Z206-2,ENSMUST00000099946,ENSMUST00000091853,Q9Z206
10277	ENST00000253251,O95155,O95155-4,ENST00000343090,O95155-2,ENST00000672724,O95155-3	63958	Q9ES00,ENSMUST00000103212
10278	O43281-2,O43281-3,O43281,ENST00000429593,ENST00000351354,ENST00000216733	13644	Q64355,ENSMUST00000022813
10279	ENST00000421826,Q9NQE7,ENST00000230582	54373	ENSMUST00000006341,Q9QXE5
10280	Q99720-5,ENST00000477726,Q99720-4,ENST00000277010,ENST00000378892,Q99720-3,Q99720,Q99720-2,ENST00000353468	18391	ENSMUST00000059354,ENSMUST00000071561,O55242,O55242-2
10282	ENST00000357520,ENST00000433727,O15155,O15155-2,ENST00000222547	12068	ENSMUST00000049166,O35623
10283	Q6UX04-2,ENST00000381070,Q6UX04,ENST00000508024	67285	Q3TKY6,ENSMUST00000022228
10284	O00422,ENST00000621421,O00422-2	20220	O55128,ENSMUST00000128764
10285	ENST00000369603,O75940	76479	ENSMUST00000025997,Q8BGT7,ENSMUST00000237529
10286	O75934,ENST00000369541	68183	Q9D287,ENSMUST00000005830
10287	P49795,ENST00000395042,ENST00000332298	56470	Q9CX84,ENSMUST00000108771,ENSMUST00000108778,ENSMUST00000108769,ENSMUST00000108776,ENSMUST00000108772,ENSMUST00000002532
10289	ENST00000232905,O60739	68969	ENSMUST00000007139,Q9CXU9
10290	Q15772,ENST00000312358,Q15772-1,Q15772-4,ENST00000396688,Q15772-3,ENST00000485813	11790	ENSMUST00000113589,ENSMUST00000113590,Q62407,Q62407-3,Q62407-4,ENSMUST00000087122,ENSMUST00000137868,Q62407-2
10291	Q15459-2,ENST00000215793,Q15459	67465	Q8K4Z5,ENSMUST00000002198
10293	ENST00000331456,Q9BWF2	22036	Q8VIG6-2,ENSMUST00000049348,Q8VIG6
10294	ENST00000317089,O60884	56445	ENSMUST00000034138,Q9QYJ0
10295	ENST00000287507,O14874,O14874-2,ENST00000394950,O14874-3,ENST00000219794	12041	ENSMUST00000071056,O55028
10296	Q7L5Y9-5,Q7L5Y9-3,ENST00000514708,ENST00000264750,Q7L5Y9-4,ENST00000510794,Q7L5Y9-2,Q7L5Y9,ENST00000303400,ENST00000505839	59003	Q4VC33,Q4VC33-2,ENSMUST00000114449
10297	O95996,O95996-3,O95996-2,ENST00000535453	23805	ENSMUST00000020349
10298	ENST00000593690,ENST00000599386,O96013,O96013-4,O96013-3,ENST00000599470,ENST00000358301,ENST00000321944,O96013-2	70584	ENSMUST00000108283,Q8BTW9,ENSMUST00000032823
10299	O60337-5,ENST00000449913,O60337,ENST00000503788,O60337-6,ENST00000274140	223455	Q6ZQ89-2,ENSMUST00000090227,Q6ZQ89,Q6ZQ89-3
10300	ENST00000379661,Q9BVA0	74187	Q8BG40,ENSMUST00000034239
10302	ENST00000563480,O75971-2,ENST00000316634,ENST00000307979,O75971	330959	Q8R2K7,ENSMUST00000034965
10307	ENST00000354402,O95704-2,O95704-3,ENST00000357560,O95704-6,O95704-5,O95704,ENST00000356738,O95704-4,ENST00000412920	225372	ENSMUST00000001415,Q8R1C9
10309	P22674,P22674-2,ENST00000501463,ENST00000282572	218630	ENSMUST00000038404,P0C242
10311	O14972-2,ENST00000476950,O14972,ENST00000399001,ENST00000309117	13185	ENSMUST00000023615,O35075
10312	ENST00000532635,ENST00000265686,Q13488,Q13488-2	27060	ENSMUST00000145791,ENSMUST00000126070,ENSMUST00000001801
10313	O95197-4,ENST00000377819,O95197-3,ENST00000356000,ENST00000540798,O95197,ENST00000339997,O95197-6,O95197-5,ENST00000341307,O95197-7,ENST00000354497,O95197-2,ENST00000537981	20168	Q9ES97-3,ENSMUST00000065304,Q9ES97-2,Q9ES97,Q9ES97-5,ENSMUST00000088169,ENSMUST00000088171,Q9ES97-4,ENSMUST00000235593,ENSMUST00000025667
10314	O43813,ENST00000450366,ENST00000233714,ENST00000431941	14768	ENSMUST00000113979,ENSMUST00000027149,O89112,ENSMUST00000119559
10316	ENST00000305141,Q9HB89	14767	ENSMUST00000027440,O55040
10317	Q9Y2C3,ENST00000343118,ENST00000380620,ENST00000380618,ENST00000615480	93961	ENSMUST00000099497,Q9JI67,ENSMUST00000113800
10318	Q15025-6,ENST00000524280,Q15025-5,ENST00000520931,ENST00000518977,Q15025-8,Q15025-4,Q15025-3,Q15025-7,ENST00000519339,ENST00000610535,ENST00000523200,ENST00000389378,ENST00000523338,ENST00000521591,ENST00000315050,Q15025-2,Q15025,ENST00000522226	57783	ENSMUST00000018482,ENSMUST00000102730,Q9WUU8-2,ENSMUST00000108886,Q9WUU8-3,ENSMUST00000108885,Q9WUU8
10319	Q9Y6N6,ENST00000361069	23928	ENSMUST00000028187,Q9R0B6
10320	ENST00000438033,ENST00000331340,ENST00000357364,Q13422-6,Q13422-5,ENST00000359197,Q13422-8,Q13422-2,Q13422-7,ENST00000440768,Q13422-4,ENST00000343574,Q13422-3,ENST00000349824,ENST00000492782,ENST00000615491,Q13422,ENST00000413698,ENST00000439701	22778	ENSMUST00000018798,ENSMUST00000076700
10322	Q6GMV2,ENST00000389501	232187	ENSMUST00000045693,Q3TYX3
10324	ENST00000284669,O60662-2,O60662	228003	ENSMUST00000100050,A2AUC9
10325	ENST00000262850,ENST00000374941,Q5VZM2-2,Q5VZM2	245670	ENSMUST00000039720,Q6NTA4
10327	P14550,ENST00000621846,ENST00000372070,ENST00000351829	58810	ENSMUST00000030455,Q9JII6
10328	ENST00000435200,O43402-2,O43402,ENST00000253457	18117	O70378,ENSMUST00000034277
10329	ENST00000261234,Q9Y2B1,ENST00000537373	216395	Q8VDX6,ENSMUST00000140299
10330	Q9Y2B0,Q9Y2B0-2,ENST00000273308	56530	Q9QXT0,ENSMUST00000219037
10331	Q9Y2A9,ENST00000318683	72297	ENSMUST00000034260,Q5JCS9
10333	Q9Y2C9-2,ENST00000436693,Q9Y2C9	21899	Q9EPW9
